app_id,completion_time_mins,household_size,income,docs_with_app,docs_after_app,under18_n,over_59_n,stable_housing,had_interview,zip,approved
11494,5.610022116,1,13,0,0,0,0,FALSE,NA,92103,FALSE
11555,31.17932592,2,1100,0,0,0,0,TRUE,NA,92173,FALSE
11560,8.417048919,1,0,2,0,0,0,FALSE,FALSE,92114,TRUE
11601,4.699963049,1,18,1,0,0,0,FALSE,FALSE,92102,FALSE
11621,12.4338308,3,3,0,0,2,0,TRUE,TRUE,92102,TRUE
11665,3.355961784,1,10,0,0,0,0,FALSE,NA,92115,FALSE
11666,113.6659369,1,1104,7,0,0,1,TRUE,TRUE,92103,TRUE
11678,7.321012465,1,1134,0,7,0,0,TRUE,NA,92103,FALSE
11796,8.899031035,1,1126,1,0,0,0,TRUE,NA,92173,FALSE
11829,6.596794915,2,1213,0,0,0,0,TRUE,TRUE,92102,TRUE
11841,36.01516169,1,4,1,0,0,0,FALSE,NA,92105,TRUE
11874,7.719786565,1,10,2,0,0,0,FALSE,FALSE,92102,TRUE
11906,6.277062166,1,1,0,0,0,0,FALSE,FALSE,92154,FALSE
11921,6.199534667,1,17,0,0,0,0,FALSE,TRUE,92113,TRUE
11927,3.088067702,1,7,1,0,0,0,FALSE,NA,92129,TRUE
11938,6.845369367,1,4,1,0,0,0,FALSE,NA,92113,TRUE
11945,6.328050502,4,2941,0,5,3,0,TRUE,TRUE,92113,TRUE
12005,37.08553128,3,124,4,2,2,0,FALSE,NA,92173,TRUE
12039,6.316869867,2,1817,0,0,1,0,TRUE,TRUE,92123,TRUE
12069,5.673156202,1,6,1,0,0,0,FALSE,TRUE,92129,TRUE
12166,7.699817451,3,0,0,0,2,0,TRUE,TRUE,92127,TRUE
12193,42.68093485,1,3,0,0,0,1,FALSE,TRUE,92101,TRUE
12258,24.94504365,4,1643,6,0,1,0,TRUE,FALSE,92115,FALSE
12361,10.71908262,1,24,1,0,0,0,FALSE,FALSE,92104,TRUE
12400,52.01807857,4,1024,0,0,3,0,TRUE,FALSE,92126,FALSE
12435,11.74018495,1,1102,0,2,0,1,TRUE,NA,92119,TRUE
12444,8.966477883,4,3917,0,2,3,0,TRUE,NA,92173,FALSE
12497,16.0845525,1,835,0,0,0,1,TRUE,NA,92102,FALSE
12525,6.675338801,1,10,0,0,0,0,FALSE,FALSE,92114,TRUE
12536,18.04298943,2,946,0,0,1,0,FALSE,NA,92129,TRUE
12548,4.689091786,1,2019,0,0,0,0,FALSE,NA,92101,FALSE
12567,22.95868995,1,798,2,8,0,0,TRUE,FALSE,92113,FALSE
12570,19.22725937,4,725,0,0,3,0,FALSE,TRUE,92114,FALSE
12576,43.77689615,1,14,1,0,0,0,FALSE,TRUE,92154,TRUE
12640,16.1658463,2,1206,0,0,1,0,TRUE,NA,92102,TRUE
12720,3.697204487,1,4,0,0,0,0,TRUE,TRUE,92102,TRUE
12724,9.290942999,1,1314,0,0,0,0,TRUE,NA,92104,FALSE
12727,16.00223395,1,1527,0,0,0,0,TRUE,NA,92128,FALSE
12747,16.5461729,2,14,1,0,0,0,FALSE,TRUE,92105,TRUE
12755,11.55173374,1,1,3,0,0,0,FALSE,FALSE,92129,TRUE
12771,5.990675684,1,17,1,0,0,0,FALSE,FALSE,92111,TRUE
12822,16.53473108,2,2488,1,0,1,0,TRUE,NA,92105,FALSE
12841,16.53295035,5,25,0,0,2,0,TRUE,NA,92173,FALSE
12910,6.62238723,1,870,2,0,0,0,FALSE,NA,92123,FALSE
12957,4.401666383,1,770,0,0,0,0,TRUE,NA,92103,TRUE
12963,25.11585912,4,2005,0,0,2,0,TRUE,FALSE,92173,TRUE
13003,4.27283235,1,2015,1,3,0,0,TRUE,NA,92129,FALSE
13025,13.0054004,5,819,7,0,4,0,TRUE,FALSE,92173,TRUE
13112,10.09121714,1,1873,1,2,0,0,TRUE,NA,92102,FALSE
13116,15.01035643,1,12,0,0,0,0,TRUE,NA,92115,FALSE
13147,16.74428908,3,22,1,0,2,0,TRUE,FALSE,92114,TRUE
13172,8.048157048,1,14,1,0,0,0,FALSE,FALSE,92116,TRUE
13198,6.591298997,1,25,1,1,0,0,FALSE,NA,92114,FALSE
13202,23.34983583,1,24,1,0,0,0,TRUE,NA,92124,TRUE
13275,17.17475538,1,13,0,0,0,0,TRUE,TRUE,92116,TRUE
13315,8.365397716,3,2401,0,0,1,0,TRUE,FALSE,92154,FALSE
13413,8.750358597,1,1916,0,3,0,0,TRUE,NA,92103,FALSE
13505,8.239986801,1,22,0,0,0,0,FALSE,NA,92116,TRUE
13559,6.570701734,1,714,3,0,0,0,TRUE,TRUE,92128,FALSE
13570,11.14158935,3,11,4,0,1,0,TRUE,NA,92115,FALSE
13599,6.002027901,1,8,1,0,0,0,FALSE,FALSE,92154,TRUE
13603,11.89739593,1,6,3,0,0,0,TRUE,TRUE,92110,FALSE
13636,15.94643449,6,20,0,0,3,0,TRUE,FALSE,92114,FALSE
13646,16.21842726,2,600,0,0,0,0,TRUE,NA,92123,FALSE
13659,411.3790792,3,15,0,0,0,1,TRUE,TRUE,92126,FALSE
13666,20.41317662,3,2667,2,1,2,0,TRUE,NA,92130,TRUE
13703,16.49127495,1,1602,3,4,0,0,TRUE,NA,92122,TRUE
13727,8.07577465,1,22,0,0,0,0,FALSE,NA,92113,TRUE
13734,17.05570768,1,7,2,0,0,0,FALSE,FALSE,92113,TRUE
13771,13.02233315,2,24,0,0,0,0,TRUE,NA,92105,TRUE
13845,7.071671283,1,1101,0,0,0,0,FALSE,TRUE,92117,FALSE
13865,4.955401067,1,8,0,0,0,0,FALSE,NA,92122,TRUE
13871,9.928729518,1,603,1,0,0,0,FALSE,NA,92105,TRUE
13885,6.062000517,1,20,1,0,0,0,FALSE,FALSE,92113,FALSE
13998,12.8014073,2,2630,3,0,1,0,TRUE,NA,92114,TRUE
14048,10.43649417,2,2239,0,0,1,0,TRUE,NA,92102,TRUE
14098,17.89909873,1,1743,0,0,0,1,TRUE,TRUE,92127,FALSE
14102,5.650946915,1,5,1,0,0,0,FALSE,FALSE,92109,TRUE
14125,12.46390045,2,1,0,0,0,0,FALSE,NA,92114,FALSE
14159,194.9926603,2,1996,0,2,0,0,TRUE,NA,92117,FALSE
14222,7.575437315,1,7,0,0,0,1,FALSE,TRUE,92101,TRUE
14315,7.733408618,1,16,0,0,0,0,FALSE,NA,92115,TRUE
14400,7.010923966,1,1,1,0,0,0,FALSE,NA,92117,FALSE
14467,6.304193815,1,22,1,0,0,0,FALSE,TRUE,92124,TRUE
14495,8.051958017,1,9,2,0,0,0,FALSE,NA,92108,TRUE
14511,15.30349068,5,1961,1,4,3,0,FALSE,FALSE,92114,FALSE
14571,10.06310982,1,21,1,0,0,0,TRUE,NA,92123,FALSE
14581,10.82352198,3,22,2,0,0,0,TRUE,NA,92123,FALSE
14593,7.736623017,2,25,0,0,1,0,TRUE,NA,92173,FALSE
14612,10.38190267,1,611,0,2,0,0,FALSE,TRUE,92114,TRUE
14627,16.03168303,1,16,1,0,0,0,FALSE,TRUE,92114,TRUE
14674,31.35511349,3,1874,0,1,2,0,TRUE,NA,92115,TRUE
14677,6.906814067,1,3,1,0,0,0,FALSE,NA,92111,TRUE
14796,8.837374036,2,2229,5,0,0,0,TRUE,NA,92108,FALSE
14801,6.875645399,1,22,0,0,0,0,FALSE,NA,92154,FALSE
14803,9.028397886,2,1994,1,0,0,0,FALSE,NA,92128,FALSE
14825,5.600564082,2,2176,0,0,0,0,TRUE,NA,92101,FALSE
14842,33.62895211,3,18,0,0,2,0,FALSE,FALSE,92124,TRUE
14860,16.69221897,2,2600,2,0,1,0,TRUE,NA,92101,FALSE
14870,13.47402,2,18,3,0,0,0,FALSE,TRUE,92115,TRUE
14910,11.61203473,3,17,2,0,1,0,TRUE,TRUE,92110,FALSE
14955,4.431138865,1,520,0,0,0,0,TRUE,NA,92113,FALSE
15027,9.428406135,3,2645,0,0,2,0,TRUE,FALSE,92113,FALSE
15076,12.06007746,1,1697,1,0,0,0,FALSE,TRUE,92110,FALSE
15139,12.753621,1,13,1,0,0,0,FALSE,NA,92111,TRUE
15147,106.7155728,6,272,0,0,4,0,TRUE,NA,92126,TRUE
15205,8.49715035,1,261,2,0,0,0,FALSE,NA,92114,FALSE
15210,10.34014312,1,22,2,0,0,1,FALSE,NA,92103,FALSE
15374,22.6020706,2,1201,0,0,0,0,TRUE,FALSE,92154,TRUE
15438,24.27120067,4,1920,0,8,2,0,TRUE,TRUE,92173,TRUE
15441,15.82696573,5,10,0,0,3,0,TRUE,NA,92113,TRUE
15442,10.61158233,1,19,2,3,0,0,FALSE,FALSE,92124,TRUE
15458,5.153398101,1,14,1,0,0,0,FALSE,NA,92107,TRUE
15490,4.259794001,1,7,0,0,0,0,FALSE,NA,92110,TRUE
15505,4.754559914,3,2,0,3,2,0,TRUE,NA,92103,FALSE
15548,4.621513498,1,17,0,0,0,0,FALSE,FALSE,92114,FALSE
15582,10.25939007,1,22,1,0,0,0,FALSE,TRUE,92129,FALSE
15644,8.577390532,1,5,0,0,0,0,FALSE,TRUE,92115,TRUE
15646,15.52096675,4,872,5,0,1,0,TRUE,TRUE,92111,TRUE
15665,32.38161885,4,1948,0,4,3,0,TRUE,TRUE,92123,FALSE
15686,10.39608438,2,10,3,0,1,0,TRUE,NA,92103,TRUE
15708,5.234517435,2,2585,0,0,0,0,FALSE,NA,92115,TRUE
15765,13.56951234,2,170,0,1,1,0,FALSE,NA,92102,TRUE
15770,5.492565552,1,2,1,0,0,0,FALSE,FALSE,92102,FALSE
15801,10.22729707,5,1140,0,0,2,2,TRUE,FALSE,92115,FALSE
15815,10.47138178,1,268,3,2,0,0,TRUE,FALSE,92101,TRUE
15825,4.237072953,1,810,4,0,0,0,TRUE,NA,92102,TRUE
15830,9.16061813,2,2176,0,0,1,0,TRUE,NA,92126,TRUE
15853,9.35442425,1,1,1,0,0,0,FALSE,NA,92113,TRUE
15914,4.520527013,1,11,3,0,0,0,FALSE,NA,92114,TRUE
15935,7.89804285,1,25,1,0,0,0,FALSE,FALSE,92105,FALSE
15952,5.490603133,1,1,1,0,0,0,FALSE,FALSE,92105,FALSE
15982,9.359845583,1,453,1,1,0,0,TRUE,TRUE,92109,FALSE
15991,43.68525108,12,728,0,0,6,2,TRUE,NA,92119,TRUE
15998,34.16591817,4,947,6,4,3,0,TRUE,TRUE,92109,TRUE
16008,4.435766566,1,2,1,0,0,0,TRUE,NA,92105,TRUE
16010,5.052442431,1,8,1,0,0,0,FALSE,TRUE,92109,TRUE
16073,2.539115536,1,16,1,0,0,0,FALSE,FALSE,92105,TRUE
16074,44.03589977,3,1159,0,7,1,0,TRUE,NA,92102,TRUE
16088,15.7149866,2,1426,0,0,1,0,TRUE,NA,92154,FALSE
16103,12.40150418,1,13,2,0,0,0,FALSE,TRUE,92173,TRUE
16107,30.68283208,2,2031,6,0,1,0,TRUE,TRUE,92105,TRUE
16120,4.647790817,1,968,0,0,0,0,TRUE,NA,92114,FALSE
16165,8.951290198,4,5346,0,0,2,1,TRUE,NA,92130,FALSE
16187,10.01635534,4,1757,0,0,2,0,TRUE,NA,92110,FALSE
16244,19.73598788,1,1013,0,3,0,0,TRUE,NA,92115,TRUE
16299,9.760153663,2,1516,0,1,0,0,TRUE,FALSE,92107,FALSE
16330,13.87832478,1,1214,0,3,0,0,TRUE,TRUE,92103,TRUE
16399,7.095428749,1,1798,0,0,0,0,TRUE,FALSE,92115,FALSE
16432,9.600651832,2,11,0,0,1,0,TRUE,NA,92122,TRUE
16435,6.043241763,1,783,2,0,0,0,FALSE,FALSE,92109,FALSE
16446,14.65332354,2,2013,0,0,1,0,TRUE,FALSE,92105,TRUE
16467,10.48918074,2,24,0,1,0,1,TRUE,FALSE,92113,TRUE
16480,8.652009217,1,10,2,0,0,0,FALSE,NA,92126,FALSE
16548,9.761496631,4,3319,0,0,2,0,TRUE,NA,92126,FALSE
16558,9.505015381,2,19,0,1,1,0,TRUE,TRUE,92130,TRUE
16611,45.80480895,8,353,3,0,5,0,TRUE,FALSE,92115,TRUE
16632,15.58114737,4,15,0,1,2,0,TRUE,NA,92113,FALSE
16637,16.8288682,4,3494,0,6,2,0,TRUE,TRUE,92115,FALSE
16642,9.691122735,2,12,0,0,0,0,TRUE,NA,92154,FALSE
16675,8.678433251,1,12,1,0,0,0,FALSE,TRUE,92113,TRUE
16678,5.671228218,1,1478,1,4,0,0,FALSE,FALSE,92154,TRUE
16921,7.538423252,1,3,0,0,0,0,FALSE,NA,92154,FALSE
16782,4.0591006,2,435,3,0,1,0,TRUE,TRUE,92107,TRUE
16830,9.956453065,5,2616,0,9,4,0,TRUE,TRUE,92117,TRUE
16861,17.19913499,1,15,1,3,0,1,TRUE,TRUE,92113,TRUE
16982,8.083989199,2,2091,0,4,0,0,TRUE,NA,92126,FALSE
17011,9.907632732,2,18,0,0,1,0,FALSE,NA,92101,TRUE
17096,7.767306701,1,24,1,0,0,0,FALSE,FALSE,92105,TRUE
17103,4.740857414,5,24,14,0,3,0,TRUE,FALSE,92115,FALSE
17105,7.890502532,1,16,0,0,0,0,FALSE,TRUE,92154,TRUE
17107,5.640068352,1,24,1,0,0,0,FALSE,TRUE,92111,TRUE
17125,11.8933852,5,3797,0,0,4,0,TRUE,NA,92105,FALSE
17177,16.47876535,1,11,2,0,0,0,FALSE,TRUE,92115,TRUE
17234,5.379194899,2,1073,0,0,1,0,FALSE,NA,92117,FALSE
17239,7.710934897,2,8,1,0,1,0,FALSE,NA,92105,TRUE
17286,11.31917425,3,1926,3,2,1,0,TRUE,FALSE,92154,FALSE
17334,3.48279955,1,14,1,0,0,0,FALSE,FALSE,92103,FALSE
17463,3.342443601,NA,6,0,0,NA,NA,FALSE,NA,92101,FALSE
17467,11.66076382,3,2623,1,0,0,1,FALSE,NA,92173,FALSE
17496,10.33551615,1,18,2,0,0,0,TRUE,FALSE,92115,FALSE
17507,10.95569993,3,1604,4,4,1,0,TRUE,TRUE,92115,FALSE
17511,9.057354418,1,17,2,0,0,0,FALSE,TRUE,92119,FALSE
17567,13.36092525,5,1085,0,2,3,0,TRUE,FALSE,92154,FALSE
17609,10.65050784,3,1917,0,0,0,0,TRUE,FALSE,92154,TRUE
17646,20.31444375,4,3544,0,0,2,0,TRUE,NA,92129,FALSE
17683,5.691924667,1,19,1,0,0,0,FALSE,FALSE,92113,TRUE
17687,8.070518017,1,910,2,0,0,0,TRUE,TRUE,92113,FALSE
17690,10.13816825,1,21,1,0,0,0,FALSE,NA,92111,TRUE
17709,15.84791983,2,8,1,0,0,0,FALSE,NA,92115,TRUE
17731,25.36974975,1,10,0,0,0,0,FALSE,FALSE,92129,TRUE
17793,20.54558295,1,1662,1,0,0,0,FALSE,NA,92122,FALSE
17796,5.204923948,1,4,0,0,0,0,FALSE,NA,92104,FALSE
17826,6.530087149,1,11,2,0,0,0,TRUE,TRUE,92109,TRUE
17854,54.25848063,1,2005,4,0,0,1,FALSE,TRUE,92108,FALSE
17860,19.05256718,1,10,0,0,0,0,FALSE,TRUE,92139,TRUE
17878,7.546115235,1,1390,2,2,0,0,TRUE,NA,92103,TRUE
17902,24.1616445,3,8,1,0,2,0,FALSE,NA,92120,TRUE
17903,22.5408268,3,3116,7,0,1,0,TRUE,NA,92105,FALSE
17926,18.76860565,3,5541,0,8,0,1,FALSE,TRUE,92126,FALSE
17967,6.959793997,1,19,0,0,0,0,FALSE,NA,92101,TRUE
18068,10.32752978,3,1648,0,0,1,0,TRUE,NA,92173,FALSE
18129,13.66669741,1,888,3,3,0,0,TRUE,NA,92116,FALSE
18198,12.09625553,3,8,0,0,1,0,FALSE,TRUE,92104,TRUE
18258,12.56656897,1,22,0,1,0,0,TRUE,NA,92139,TRUE
18274,25.32477876,1,2607,0,0,0,0,TRUE,FALSE,92105,FALSE
18285,5.579258283,1,14,2,0,0,0,FALSE,NA,92101,TRUE
18295,5.925820216,1,1948,0,0,0,0,TRUE,FALSE,92107,FALSE
18353,11.47129295,5,1422,2,6,2,0,FALSE,NA,92111,TRUE
18369,5.199828283,1,6,0,0,0,0,FALSE,FALSE,92113,TRUE
18421,10.21167272,5,13,0,11,2,1,TRUE,NA,92114,TRUE
18493,5.553665487,2,22,1,1,1,0,FALSE,FALSE,92105,TRUE
18661,17.28535172,4,18,4,0,3,0,TRUE,NA,92129,TRUE
18662,10.67091287,1,2787,0,0,0,0,TRUE,NA,92107,FALSE
18702,4.297453801,1,2084,1,1,0,0,TRUE,NA,92113,FALSE
18771,16.56361856,1,11,1,0,0,0,FALSE,NA,92122,FALSE
18799,1478.449026,1,364,2,1,0,0,FALSE,TRUE,92107,TRUE
18816,21.37838733,1,16,1,0,0,0,FALSE,NA,92102,FALSE
18884,10.9061654,1,3108,0,5,0,1,TRUE,TRUE,92109,FALSE
18979,8.640173598,2,1158,2,0,0,0,FALSE,NA,92113,FALSE
19030,8.932549834,1,2612,0,0,0,0,TRUE,TRUE,92173,FALSE
19036,28.05989081,1,1004,0,0,0,1,FALSE,NA,92101,FALSE
19038,31.3055462,4,1275,2,1,3,0,FALSE,TRUE,92113,TRUE
19103,10.21252095,4,1526,0,0,2,0,TRUE,NA,92115,TRUE
19136,17.30602087,6,3414,0,0,4,0,TRUE,NA,92124,FALSE
19203,25.89284963,2,1314,0,0,1,0,FALSE,FALSE,92116,FALSE
19210,6.226141465,2,6,1,1,1,0,TRUE,TRUE,92126,TRUE
19220,3.410298749,1,5,2,1,0,0,TRUE,TRUE,92117,TRUE
19261,10.71983262,2,17,1,0,1,0,FALSE,NA,92111,FALSE
19335,5.669772184,1,1363,0,0,0,0,FALSE,NA,92104,TRUE
19350,6.781443918,1,3,0,0,0,0,TRUE,NA,92119,TRUE
19351,9.028643934,1,12,0,0,0,0,FALSE,NA,92102,FALSE
19443,8.515867881,2,2617,0,0,0,1,TRUE,FALSE,92139,FALSE
19454,20.2389001,1,1252,0,0,0,1,FALSE,NA,92119,TRUE
19497,4.419738599,1,13,0,0,0,0,FALSE,FALSE,92104,TRUE
19625,14.98177133,5,9,0,0,2,0,FALSE,NA,92113,FALSE
19630,8.25951347,1,15,1,0,0,0,FALSE,NA,92105,TRUE
19655,6.603094633,1,14,2,0,0,0,TRUE,FALSE,92116,TRUE
19729,4.402426136,1,1813,2,0,0,0,TRUE,NA,92116,FALSE
19760,8.349458547,1,15,1,2,0,0,TRUE,NA,92113,TRUE
19780,28.1541239,2,2232,8,0,0,0,TRUE,NA,92139,FALSE
19784,12.27333419,5,3757,7,0,3,0,TRUE,TRUE,92113,FALSE
19787,6.458694649,1,0,2,0,0,0,FALSE,NA,92105,TRUE
19804,34.65090214,1,14,0,0,0,0,FALSE,FALSE,92105,FALSE
19831,25.29277855,1,21,0,0,0,0,TRUE,FALSE,92115,TRUE
19870,19.17422502,5,3505,0,0,3,0,TRUE,FALSE,92114,TRUE
19892,9.568184117,1,9,1,0,0,0,FALSE,NA,92154,FALSE
19990,7.904801051,1,123,0,0,0,0,TRUE,NA,92103,FALSE
20063,9.069776014,3,8,1,0,0,2,FALSE,FALSE,92127,TRUE
20276,14.38893078,6,3,3,1,5,0,FALSE,NA,92108,TRUE
20295,7.670945851,2,1516,0,0,0,0,TRUE,NA,92113,FALSE
20302,8.366390284,1,4,2,0,0,0,FALSE,TRUE,92110,TRUE
20321,5.659277765,2,2400,0,0,1,0,FALSE,NA,92154,FALSE
20344,20.89163025,1,4763,2,0,0,1,TRUE,TRUE,92154,TRUE
20407,14.37462762,8,3912,13,0,6,0,TRUE,NA,92114,FALSE
20424,8551.751034,1,1811,3,0,0,0,TRUE,NA,92107,FALSE
20510,10.45468105,1,909,1,0,0,0,TRUE,NA,92113,FALSE
20586,40.97147947,1,1175,5,0,0,1,TRUE,NA,92120,FALSE
20638,30.1999265,1,876,3,0,0,0,TRUE,TRUE,92105,TRUE
20678,10.42018478,1,9,1,0,0,0,FALSE,NA,92113,TRUE
20707,11.26913338,1,19,1,0,0,0,FALSE,NA,92103,FALSE
20745,30.95416481,4,2822,4,1,2,0,FALSE,NA,92126,FALSE
20828,38.74655138,4,1500,0,0,0,0,FALSE,FALSE,92173,FALSE
20842,17.86376377,2,1,3,0,1,0,FALSE,FALSE,92114,FALSE
20856,14.69388213,1,1412,2,6,0,0,TRUE,TRUE,92102,TRUE
20876,8.1982162,1,1344,3,0,0,1,TRUE,FALSE,92114,TRUE
20957,12.45904003,1,9,0,0,0,0,FALSE,NA,92139,TRUE
20967,11.44892685,4,1307,0,0,2,0,TRUE,NA,92105,FALSE
20972,10.70477375,7,5742,0,0,5,0,TRUE,NA,92124,FALSE
20982,9.671067635,3,2008,0,7,0,1,TRUE,TRUE,92113,TRUE
21077,4.939420768,1,1,1,0,0,0,FALSE,NA,92117,TRUE
21089,6.961224902,1,915,0,0,0,0,FALSE,FALSE,92127,TRUE
21115,16.14482462,1,7,0,0,0,0,FALSE,TRUE,92111,TRUE
21131,4.751613017,1,1008,3,0,0,0,FALSE,NA,92128,FALSE
21248,7.253644117,1,11,1,0,0,0,FALSE,FALSE,92101,TRUE
21288,5.986586384,1,24,1,0,0,0,FALSE,FALSE,92111,TRUE
21326,50.6130193,3,1713,0,0,1,1,TRUE,TRUE,92102,TRUE
21388,4.730350598,1,10,1,0,0,0,FALSE,FALSE,92123,TRUE
21425,21.9958266,5,2258,0,0,3,0,TRUE,TRUE,92114,TRUE
21445,16.13425373,3,5576,1,0,1,0,TRUE,NA,92113,FALSE
21478,10.92394645,1,910,0,0,0,1,TRUE,NA,92123,FALSE
21504,9.3132737,4,5,0,0,3,0,FALSE,TRUE,92120,TRUE
21540,13.74861565,4,931,2,0,3,0,TRUE,TRUE,92105,TRUE
21542,7.520473703,1,0,2,0,0,0,FALSE,FALSE,92113,FALSE
21552,6.7502666,1,6,1,0,0,0,FALSE,NA,92173,FALSE
21637,10.56350303,2,12,0,0,0,0,FALSE,NA,92111,FALSE
21712,4.12213345,1,1594,6,2,0,0,FALSE,NA,92127,FALSE
21746,7.017903666,1,2982,1,0,0,0,TRUE,NA,92109,FALSE
21767,25.38442421,4,18,1,0,2,0,TRUE,TRUE,92114,TRUE
21827,17.05051874,7,6799,0,0,4,0,TRUE,FALSE,92115,FALSE
21869,10.08553728,2,9,0,0,0,0,TRUE,NA,92109,FALSE
21888,7.34794995,1,1,2,0,0,0,TRUE,TRUE,92117,TRUE
21905,9.741867435,3,13,3,0,2,0,TRUE,FALSE,92126,TRUE
21968,333.6203873,1,1015,0,3,0,0,TRUE,NA,92115,TRUE
22004,10.64502928,3,3268,3,5,2,0,TRUE,TRUE,92102,TRUE
22020,8.749940268,2,1201,0,0,0,0,FALSE,TRUE,92102,TRUE
22049,4.567562517,1,23,1,0,0,0,FALSE,TRUE,92102,TRUE
22252,126.6101576,1,11,0,0,0,0,FALSE,NA,92127,TRUE
22367,17.23713207,1,2104,0,4,0,1,TRUE,TRUE,92129,FALSE
22445,7.858367181,1,1320,0,0,0,0,TRUE,NA,92113,FALSE
22465,15.52140938,1,10,1,0,0,0,TRUE,TRUE,92173,TRUE
22535,4.419117932,1,11,2,0,0,0,TRUE,NA,92108,TRUE
22588,3.853681914,1,23,0,0,0,0,FALSE,FALSE,92120,TRUE
22646,15.16869303,1,7,4,0,0,0,TRUE,NA,92139,TRUE
22667,13.22750055,1,19,0,0,0,0,FALSE,FALSE,92110,FALSE
22754,17.16481803,4,2189,1,0,2,0,TRUE,NA,92111,FALSE
22786,48.14477778,3,1709,4,0,1,0,FALSE,TRUE,92126,TRUE
22795,6.125697064,1,1218,0,1,0,0,FALSE,FALSE,92102,FALSE
22798,24.5761972,5,2952,11,0,3,0,TRUE,NA,92173,TRUE
22878,10.74963658,3,614,4,1,2,0,TRUE,TRUE,92126,TRUE
22892,9.548426068,2,7,0,3,1,0,TRUE,TRUE,92115,TRUE
22905,12.39372575,1,8,0,0,0,0,FALSE,NA,92154,TRUE
22907,31.19162102,2,1801,0,0,0,0,TRUE,FALSE,92113,FALSE
22953,16.21849972,1,24,1,0,0,0,FALSE,TRUE,92113,FALSE
23015,10.6697603,1,20,1,1,0,0,FALSE,NA,92114,TRUE
23160,6.859492934,1,4,2,2,0,0,TRUE,TRUE,92107,FALSE
23177,9.602310967,1,14,1,0,0,0,FALSE,NA,92115,TRUE
23183,8.129503,1,12,0,0,0,0,TRUE,NA,92111,FALSE
23208,5.495762682,1,1011,0,3,0,0,TRUE,TRUE,92139,TRUE
23291,17.22073827,1,13,0,0,0,0,FALSE,NA,92101,FALSE
23311,21.52869663,4,13,0,0,3,0,TRUE,NA,92113,FALSE
23338,13.68189565,4,2893,0,0,3,0,TRUE,NA,92105,FALSE
23414,28.71089462,4,971,2,0,2,0,TRUE,NA,92113,FALSE
23422,9.634880702,1,3,4,0,0,0,TRUE,NA,92111,TRUE
23445,10.20315335,1,12,0,6,0,0,TRUE,TRUE,92103,TRUE
23490,7.543550301,1,13,8,0,0,0,TRUE,NA,92116,TRUE
23494,6.624864034,1,773,0,0,0,0,TRUE,FALSE,92104,FALSE
23677,5.411582001,1,1528,0,2,0,0,TRUE,NA,92139,TRUE
23713,11.46392471,1,21,4,0,0,0,TRUE,NA,92105,TRUE
23810,11.99247923,1,1711,0,4,0,0,TRUE,NA,92122,TRUE
23852,9.428607933,2,6,0,0,1,0,TRUE,FALSE,92115,FALSE
23862,13.26839715,4,3014,1,0,3,0,FALSE,TRUE,92109,TRUE
23879,16.13277612,1,22,2,0,0,0,FALSE,NA,92116,TRUE
23888,21.95308013,1,12,0,3,0,0,FALSE,NA,92139,FALSE
23960,8.615248001,1,1334,3,2,0,0,TRUE,TRUE,92117,TRUE
24008,16.04769171,3,1429,6,0,0,1,FALSE,TRUE,92173,FALSE
24015,49.10623455,1,11,1,1,0,0,FALSE,FALSE,92122,TRUE
24023,9.776720385,1,10,3,0,0,0,FALSE,TRUE,92128,TRUE
24075,11.6107987,1,819,0,1,0,0,TRUE,NA,92109,FALSE
24078,7.157025985,1,19,0,0,0,0,FALSE,NA,92111,TRUE
24105,4.666938833,1,18,0,0,0,0,FALSE,NA,92101,TRUE
24142,12.0823439,1,242,2,0,0,0,FALSE,TRUE,92110,TRUE
24147,9.39910965,4,2788,0,0,1,0,TRUE,NA,92154,TRUE
24148,16.92966165,4,864,0,0,3,0,TRUE,NA,92129,FALSE
24150,13.85526068,1,724,2,0,0,0,TRUE,NA,92107,FALSE
24154,4.278235567,1,580,0,0,0,0,FALSE,FALSE,92129,FALSE
24199,15.64644047,2,3,0,1,1,0,TRUE,NA,92127,FALSE
24211,8.385495698,1,1640,0,3,0,1,TRUE,TRUE,92107,TRUE
24216,11.24358483,4,1568,0,0,0,0,TRUE,NA,92114,TRUE
24221,17.53327432,6,7310,0,0,4,0,TRUE,FALSE,92115,FALSE
24227,9.251379418,1,1717,3,0,0,0,TRUE,FALSE,92113,FALSE
24266,18.32604043,5,4518,9,0,3,0,TRUE,NA,92124,FALSE
24271,10.75253357,1,20,1,0,0,0,FALSE,TRUE,92115,TRUE
24459,11.93210158,2,1815,1,3,0,0,TRUE,TRUE,92117,TRUE
24463,12.82969115,2,522,1,0,1,0,FALSE,TRUE,92107,TRUE
24531,47.76230576,2,1204,9,0,1,0,TRUE,NA,92111,TRUE
24532,11.74176757,1,1910,0,0,0,0,FALSE,NA,92108,FALSE
24634,18.38356913,2,2085,0,9,0,0,TRUE,FALSE,92105,FALSE
24654,5.330524703,1,609,2,0,0,0,TRUE,TRUE,92104,TRUE
24743,13.81222597,3,1144,5,0,2,0,TRUE,TRUE,92110,TRUE
24835,5.040283664,1,3,1,0,0,0,FALSE,TRUE,92101,TRUE
24837,12.54289757,1,15,1,0,0,0,FALSE,TRUE,92114,FALSE
24858,10.88975203,3,510,1,0,1,0,FALSE,NA,92124,FALSE
